mSupply Row ID,Item code,Item name,PQSVaccineID,VaccineType,VaccineTypeName,Manufacturer,CommercialName,PharmaceuticalForm,Presentation,DosesCount,ShelfLife,VaccinePreservative,AdministrationRoute,VaccineStorageTemperature,PrequalificationStatus,VaccineVialMonitor,MultidoseVialPolicy,VaccinePrimaryVolume,VaccineSecondaryVolume,VaccineTertiaryVolume,DiluentBundled,DiluentPrimaryVolume,DiluentSecondaryVolume,DiluentTertiaryVolume,FreezeSensitive,DiluentStorageTemperature,AlAdjuvant,Nbre doses dans calendrier,Prix du flacon ($/flacon),UNICEF PS
199,☆ MACYW-V+A-1-S?,Men-ACYW (Polysaccharide conjugate) - vial + ampoule - 1 dose - [S?],,Menigococcal ACYWX (Polysaccharide conjugate),Men-ACYW,Serum Institute of India Pvt. Ltd.,MenFive™,Lyophilised active component to be reconstituted with excipient diluent before use,Vial + Ampoule,1,36,none,Intramuscular,2-8°C,Current,30,NA,0.015810,0.015810,0.020220,Yes,0.012200,0.012200,0.016100,,2-8°C,,?,,0
200,☆ MACYW-V+A-5-S?,Men-ACYW (Polysaccharide conjugate) - vial + ampoule - 5 doses - [S?],,Menigococcal ACYWX (Polysaccharide conjugate),Men-ACYW,Serum Institute of India Pvt. Ltd.,MenFive™,Lyophilised active component to be reconstituted with excipient diluent before use,Vial + Ampoule,5,36,none,Intramuscular,2-8°C,Current,30,0,0.000000,0.000000,0.000000,Yes,0.000000,0.000000,0.000000,,,,?,,0
202,☆ MACYW-135-2VSAA-1-S?,Men-ACYW-135 (conjug vaccine) - two vial set (active + active) - 1 dose - [S?],267,Meningococcal ACYW-135 (conjugate vaccine),Men-ACYW-135,Novartis Vaccines and Diagnostics S.r.l.,Menveo,Lyophilised active component to be reconstituted with liquid active component before use,Two vial set (active + active),1,36,none,Intramuscular,2-8°C,Current,14,NA,0.032600,0.032600,0.032060,0,0.000000,0.000000,0.000000,,NA,,?,#N/A,#N/A
203,☆ MACYW-135-V+A-1-S?,Men-ACYW-135 (conjugate vaccine) - vial + ampoule - 1 dose - [S?],301,Meningococcal ACYW-135 (conjugate vaccine),Men-ACYW-135,Pfizer,Nimenrix,Lyophilised active component to be reconstituted with excipient diluent before use,Vial + Ampoule,1,36,none,Intramuscular,2-8°C,Current,30,NA,0.009680,0.009680,0.015420,No,0.010300,0.010300,0.011700,,2-8°C,,?,$2.37,2.37
205,☆ MACYW-135-V-1-S?,Men-ACYW-135 (conjugate vaccine) - vial - 1 dose - [S?],,Meningococcal ACYW-135 Tetanus Toxoid (conjugate vaccine),Men-ACYW-135,Sanofi Pasteur Inc.,MenQuadfi,Liquid: ready to use,Vial,1,48,none,Intramuscular,2-8°C,Current,14,NA,0.014380,0.014380,0.020510,0,0.000000,0.000000,0.000000,,NA,,?,#N/A,#N/A
204,☆ MACYW-135-V-1-S?,Men-ACYW-135 (conjugate vaccine) - vial - 1 dose - [S?],269,Meningococcal ACYW-135 (conjugate vaccine),Men-ACYW-135,Sanofi Pasteur-USA,Menactra,Liquid: ready to use,Vial,1,24,none,Intramuscular,2-8°C,Current,7,NA,0.020480,0.020480,0.128020,0,0.000000,0.000000,0.000000,,NA,,?,#N/A,#N/A
201,☆ MACYW-135-P-2VSAE-10-S?,Men-ACYW-135 (polysacch) - two vial set (active + excip) - 10 doses - [S?],262,Meningococcal ACYW-135 (polysaccharide),Men-ACYW-135 (polysaccharide),Sanofi Pasteur-USA,Menomune,Lyophilised active component to be reconstituted with excipient diluent before use,Two vial set (active + excipient),10,24,thiomersal,Subcutaneous,2-8°C,Current,30,28,0.111300,0.111300,0.122600,Yes,0.000000,0.000000,0.000000,,2-8°C,,?,$2.37,0.237
206,☆ MMR-V-1-S2,"Measles, Mumps and Rubella - vial - 1 dose - [S2]",61,"Measles, Mumps and Rubella",MMR,GlaxoSmithKline Biologicals SA,Priorix,Lyophilised active component to be reconstituted with excipient diluent before use,Vial,1,24,none,Intramuscular or Subcutaneous,2-8°C,Current,7,NA,0.009600,0.009600,0.015230,No,0.025700,0.025700,0.031200,,2-8°C,,2,$2.37,2.37
213,☆ MMR-V-2-S2,"Measles, Mumps and Rubella - vial - 2 doses - [S2]",251,"Measles, Mumps and Rubella",MMR,GlaxoSmithKline Biologicals SA,Priorix,Lyophilised active component to be reconstituted with excipient diluent before use,Vial,2,24,none,Intramuscular or Subcutaneous,2-8°C,Current,7,0,0.009600,0.009600,0.015220,No,0.025600,0.025600,0.031200,,2-8°C,,2,$11.30,5.65
209,☆ MMR-V-1-S2,"Measles, Mumps and Rubella - vial - 1 dose - [S2]",167,"Measles, Mumps and Rubella",MMR,Merck Vaccines,rHA M-M-R II,Lyophilised active component to be reconstituted with excipient diluent before use,Vial,1,24,none,Intramuscular,2-8°C,Current,7,NA,0.015000,0.015000,0.019920,No,0.000000,0.000000,0.000000,,NA,,2,$4.00,4
207,☆ MMR-V-1-S2,"Measles, Mumps and Rubella - vial - 1 dose - [S2]",107,"Measles, Mumps and Rubella",MMR,Sanofi Pasteur SA,TRIMOVAX MÉRIEUX,Lyophilised active component to be reconstituted with excipient diluent before use,Vial,1,24,none,Intramuscular or Subcutaneous,2-8°C,Current,none,NA,0.011720,0.011720,0.011720,No,0.000000,0.000000,0.000000,,NA,,2,$2.37,2.37
210,☆ MMR-V-10-S2,"Measles, Mumps and Rubella - vial - 10 doses - [S2]",108,"Measles, Mumps and Rubella",MMR,Sanofi Pasteur SA,TRIMOVAX MÉRIEUX,Lyophilised active component to be reconstituted with excipient diluent before use,Vial,10,24,none,Intramuscular or Subcutaneous,2-8°C,Current,14,0,0.023100,0.023100,0.023100,No,0.000000,0.000000,0.000000,,NA,,2,$1.08,0.108
208,☆ MMR-V-1-S2,"Measles, Mumps and Rubella - vial - 1 dose - [S2]",141,"Measles, Mumps and Rubella",MMR,Serum Institute of India Pvt. Ltd.,"Measles, Mumps and Rubella Vaccine, Live, Attenuated",Lyophilised active component to be reconstituted with excipient diluent before use,Vial,1,24,none,Subcutaneous,2-8°C,Current,14,NA,0.021090,0.021090,0.098400,No,0.012500,0.012500,0.000000,,2-8°C,,2,$4.00,4
212,☆ MMR-V-2-S2,"Measles, Mumps and Rubella - vial - 2 doses - [S2]",142,"Measles, Mumps and Rubella",MMR,Serum Institute of India Pvt. Ltd.,"Measles, Mumps and Rubella Vaccine, Live, Attenuated",Lyophilised active component to be reconstituted with excipient diluent before use,Vial,2,24,none,Subcutaneous,2-8°C,Current,14,0,0.021100,0.021100,0.098400,No,0.012600,0.012600,0.000000,,2-8°C,,2,$5.73,2.865
214,☆ MMR-V-5-S2,"Measles, Mumps and Rubella - vial - 5 doses - [S2]",143,"Measles, Mumps and Rubella",MMR,Serum Institute of India Pvt. Ltd.,"Measles, Mumps and Rubella Vaccine, Live, Attenuated",Lyophilised active component to be reconstituted with excipient diluent before use,Vial,5,24,none,Subcutaneous,2-8°C,Current,14,0,0.021100,0.021100,0.098400,No,0.027500,0.027500,0.000000,No,2-8°C,No,2,$11.30,2.26
211,☆ MMR-V-10-S2,"Measles, Mumps and Rubella - vial - 10 doses - [S2]",144,"Measles, Mumps and Rubella",MMR,Serum Institute of India Pvt. Ltd.,"Measles, Mumps and Rubella Vaccine, Live, Attenuated",Lyophilised active component to be reconstituted with excipient diluent before use,Vial,10,24,none,Subcutaneous,2-8°C,Current,14,0,0.021100,0.021100,0.098400,No,0.031000,0.031000,0.000000,,2-8°C,,2,$2.16,0.216
215,☆ mOPV1-V-10-S2,Polio Vaccine - Oral (OPV) Monovalent Type 1 - vial - 10 doses - [S2],181,Polio Vaccine - Oral (OPV) Monovalent Type 1,mOPV1,GlaxoSmithKline Biologicals SA,Polio Sabin Mono T1,Liquid: ready to use,Vial,10,24,none,Oral,-20°C,Current,2,28,0.009700,0.009700,0.039800,0,0.000000,0.000000,0.000000,,NA,,2,$2.16,0.216
217,☆ mOPV1-V-20-S2,Polio Vaccine - Oral (OPV) Monovalent Type 1 - vial - 20 doses - [S2],182,Polio Vaccine - Oral (OPV) Monovalent Type 1,mOPV1,GlaxoSmithKline Biologicals SA,Polio Sabin Mono T1,Liquid: ready to use,Vial,20,24,none,Oral,-20°C,Current,2,28,0.009600,0.009600,0.039800,0,0.000000,0.000000,0.000000,,NA,,2,$2.16,0.108
218,☆ mOPV1-V-20-S2,Polio Vaccine - Oral (OPV) Monovalent Type 1 - vial - 20 doses - [S2],186,Polio Vaccine - Oral (OPV) Monovalent Type 1,mOPV1,Haffkine Bio Pharmaceutical Corporation Ltd,"Monovalent type 1 Oral Poliomyelitis vaccine, IP (mOPV1)",Liquid: ready to use,Vial,20,24,none,Oral,-20°C,Current,2,28,0.018800,0.018800,0.084200,0,0.000000,0.000000,0.000000,,NA,,2,$1.08,0.054
219,☆ mOPV1-V-20-S2,Polio Vaccine - Oral (OPV) Monovalent Type 1 - vial - 20 doses - [S2],189,Polio Vaccine - Oral (OPV) Monovalent Type 1,mOPV1,PT Bio Farma (Persero),Monovalent Oral Poliomyelitis Vaccine Type 1 (mOPV1),Liquid: ready to use,Vial,20,24,none,Oral,-20°C,Current,2,28,0.011000,0.011000,0.082800,0,0.000000,0.000000,0.000000,,NA,,2,$2.16,0.108
216,☆ mOPV1-V-20-S2,Polio Vaccine - Oral (OPV) Monovalent Type 1 - vial - 20 doses - [S2],115,Polio Vaccine - Oral (OPV) Monovalent Type 1,mOPV1,Sanofi Pasteur SA,ORAL MONOVALENT TYPE 1 POLIOMYELITIS VACCINE,Liquid: ready to use,Vial,20,24,none,Oral,-20°C,Current,2,28,0.009600,0.009600,0.009600,0,0.000000,0.000000,0.000000,,NA,,2,$2.16,0.108
220,☆ mOPV2-V-10-S2,Polio Vaccine - Oral (OPV) Monovalent Type 2 - vial - 10 doses - [S2],235,Polio Vaccine - Oral (OPV) Monovalent Type 2,mOPV2,GlaxoSmithKline Biologicals SA,Polio Sabin Mono Two (oral),Liquid: ready to use,Vial,10,24,none,Oral,-20°C,Current,2,28,0.009700,0.009700,0.077100,0,0.000000,0.000000,0.000000,,NA,,2,$2.16,0.216
221,☆ mOPV2-V-20-S2,Polio Vaccine - Oral (OPV) Monovalent Type 2 - vial - 20 doses - [S2],234,Polio Vaccine - Oral (OPV) Monovalent Type 2,mOPV2,GlaxoSmithKline Biologicals SA,Polio Sabin Mono Two (oral),Liquid: ready to use,Vial,20,24,none,Oral,-20°C,Current,2,28,0.009600,0.009600,0.077000,0,0.000000,0.000000,0.000000,,NA,,2,$1.38,0.069
222,☆ mOPV2-V-20-S2,Polio Vaccine - Oral (OPV) Monovalent Type 2 - vial - 20 doses - [S2],299,Polio Vaccine - Oral (OPV) Monovalent Type 2,mOPV2,Sanofi Pasteur SA,ORAL MONOVALENT TYPE 2 POLIOMYELITIS VACCINE (mOPV2),Liquid: ready to use,Vial,20,24,none,Oral,-20°C,Current,2,28,0.009800,0.009800,0.048400,0,0.000000,0.000000,0.000000,,NA,,2,$2.75,0.138
223,☆ mOPV3-V-10-S2,Polio Vaccine - Oral (OPV) Monovalent Type 3 - vial - 10 doses - [S2],227,Polio Vaccine - Oral (OPV) Monovalent Type 3,mOPV3,GlaxoSmithKline Biologicals SA,Polio Sabin Mono Three (oral),Liquid: ready to use,Vial,10,24,none,Oral,-20°C,Current,2,28,0.009700,0.009700,0.039800,0,0.000000,0.000000,0.000000,,NA,,2,$2.75,0.275
224,☆ mOPV3-V-20-S2,Polio Vaccine - Oral (OPV) Monovalent Type 3 - vial - 20 doses - [S2],228,Polio Vaccine - Oral (OPV) Monovalent Type 3,mOPV3,GlaxoSmithKline Biologicals SA,Polio Sabin Mono Three (oral),Liquid: ready to use,Vial,20,24,none,Oral,-20°C,Current,2,28,0.009600,0.009600,0.039800,0,0.000000,0.000000,0.000000,,NA,,2,$5.75,0.287
225,☆ mOPV3-V-20-S2,Polio Vaccine - Oral (OPV) Monovalent Type 3 - vial - 20 doses - [S2],300,Polio Vaccine - Oral (OPV) Monovalent Type 3,mOPV3,Sanofi Pasteur SA,ORAL MONOVALENT TYPE 3 POLIOMYELITIS VACCINE,Liquid: ready to use,Vial,20,24,none,Oral,-20°C,Current,2,28,0.009800,0.009800,0.048400,0,0.000000,0.000000,0.000000,,NA,,2,$5.75,0.287
226,☆ MR-V+A-1-S2,Measles and Rubella - vial + ampoule - 1 dose - [S2],343,Measles and Rubella,MR,Biological E. Limited,Measles and Rubella Vaccine (Live),Lyophilised active component to be reconstituted with excipient diluent before use,Vial + Ampoule,1,24,none,Subcutaneous,2-8°C,Current,14,NA,0.014090,0.014090,0.071490,No,0.007800,0.007800,0.009300,,2-8°C,,2,$2.51,2.506
228,☆ MR-V+A-5-S2,Measles and Rubella - vial + ampoule - 5 doses - [S2],344,Measles and Rubella,MR,Biological E. Limited,Measles and Rubella Vaccine (Live),Lyophilised active component to be reconstituted with excipient diluent before use,Vial + Ampoule,5,24,none,Subcutaneous,2-8°C,Current,14,0,0.013350,0.013350,0.071500,No,0.016500,0.016500,0.018000,,2-8°C,,2,$4.70,0.94
227,☆ MR-V+A-10-S2,Measles and Rubella - vial + ampoule - 10 doses - [S2],345,Measles and Rubella,MR,Biological E. Limited,Measles and Rubella Vaccine (Live),Lyophilised active component to be reconstituted with excipient diluent before use,Vial + Ampoule,10,24,none,Subcutaneous,2-8°C,Current,14,0,0.017800,0.017800,0.089400,No,0.021000,0.021000,0.024000,,2-8°C,,2,$7.80,0.78
229,☆ MR-V-1-S2,Measles and Rubella - vial - 1 dose - [S2],137,Measles and Rubella,MR,Serum Institute of India Pvt. Ltd.,"Measles and Rubella Vaccine, Live, Attenuated",Lyophilised active component to be reconstituted with excipient diluent before use,Vial,1,24,none,Subcutaneous,2-8°C,Current,14,NA,0.021090,0.021090,0.098400,No,0.012500,0.012500,0.000000,,2-8°C,,2,$4.67,4.666
231,☆ MR-V-2-S2,Measles and Rubella - vial - 2 doses - [S2],138,Measles and Rubella,MR,Serum Institute of India Pvt. Ltd.,"Measles and Rubella Vaccine, Live, Attenuated",Lyophilised active component to be reconstituted with excipient diluent before use,Vial,2,24,none,Subcutaneous,2-8°C,Current,14,0,0.021100,0.021100,0.098400,No,0.012600,0.012600,0.000000,,2-8°C,,2,$2.51,1.253
232,☆ MR-V-5-S2,Measles and Rubella - vial - 5 doses - [S2],139,Measles and Rubella,MR,Serum Institute of India Pvt. Ltd.,"Measles and Rubella Vaccine, Live, Attenuated",Lyophilised active component to be reconstituted with excipient diluent before use,Vial,5,24,none,Subcutaneous,2-8°C,Current,14,0,0.021100,0.021100,0.098400,No,0.027500,0.027500,0.000000,,2-8°C,,2,$4.70,0.94
230,☆ MR-V-10-S2,Measles and Rubella - vial - 10 doses - [S2],140,Measles and Rubella,MR,Serum Institute of India Pvt. Ltd.,"Measles and Rubella Vaccine, Live, Attenuated",Lyophilised active component to be reconstituted with excipient diluent before use,Vial,10,24,none,Subcutaneous,2-8°C,Current,14,0,0.021100,0.021100,0.098400,No,0.031000,0.031000,0.000000,No,2-8°C,No,2,$7.80,0.78
233,☆ nOPV-V-50-S4,Polio Vaccine - Novel Oral (nOPV) Monovalent type 2 - vial - 50 doses - [S4],,Polio Vaccine - Novel Oral (nOPV) Monovalent type 2,nOPV,PT Bio Farma (Persero),Novel Oral (nOPV) Monovalent type 2,Liquid: ready to use,Vial,50,12,none,Oral,-20°C,Current,2,28,0.027500,0.027500,0.135500,0,0.000000,0.000000,0.000000,No,NA,,4,$30.00,0.6
237,☆ OCV-V-1-S?,cholera: inactivated oral - vial - 1 dose - [S?],298,cholera: inactivated oral,OCV,"EuBiologics Co., Ltd.",Euvichol,Liquid: ready to use,Vial,1,24,none,Oral,2-8°C,Current,30,NA,0.011000,0.011000,0.064600,0,0.000000,0.000000,0.000000,,NA,,?,$1.28,1.28
234,☆ OCV-T-1-S?,cholera: inactivated oral - plastic tube - 1 dose - [S?],336,cholera: inactivated oral,OCV,"EuBiologics Co., Ltd.",Euvichol-Plus,Liquid: ready to use,Plastic Tube,1,24,none,Oral,2-8°C,Current,30,NA,0.007850,0.007850,0.038660,0,0.000000,0.000000,0.000000,,NA,,?,$1.28,1.28
236,☆ OCV-V-1-S?,cholera: inactivated oral - vial - 1 dose - [S?],249,cholera: inactivated oral,OCV,Shantha Biotechnics Private Limited (A Sanofi Company),Shanchol,Liquid: ready to use,Vial,1,30,thiomersal,Oral,2-8°C,Current,30,NA,0.016800,0.016800,0.063260,0,0.000000,0.000000,0.000000,,NA,,?,$3.13,3.13
235,☆ OCV-V+BS-1-S2,cholera: inactivated oral - vial + buffer sachet - 1 dose - [S2],116,cholera: inactivated oral,OCV,Valneva Sweden AB,Dukoral,Liquid: ready to use,Vial + Buffer Sachet,1,36,none,Oral,2-8°C,Current,none,NA,0.136000,0.136000,0.136000,Yes,0.000000,0.000000,0.000000,,NA,,2,$2.04,2.035
238,☆ PCV10-V-1-S3,Pneumococcal (conjugate) - vial - 1 dose - [S3],191,Pneumococcal (conjugate),PCV10,GlaxoSmithKline Biologicals SA,Synflorix,Liquid: ready to use,Vial,1,48,none,Intramuscular,2-8°C,Current,30,NA,0.009680,0.009680,0.015230,0,0.000000,0.000000,0.000000,,NA,,3,$7.00,7
240,☆ PCV10-V-2-S3,Pneumococcal (conjugate) - vial - 2 doses - [S3],198,Pneumococcal (conjugate),PCV10,GlaxoSmithKline Biologicals SA,Synflorix,Liquid: ready to use,Vial,2,48,none,Intramuscular,2-8°C,Current,30,0,0.009600,0.009600,0.015220,0,0.000000,0.000000,0.000000,,NA,,3,$13.00,6.5
241,☆ PCV10-V-4-S3,Pneumococcal (conjugate) - vial - 4 doses - [S3],318,Pneumococcal (conjugate),PCV10,GlaxoSmithKline Biologicals SA,Synflorix,Liquid: ready to use,Vial,4,36,2-phenoxyethanol,Intramuscular,2-8°C,Current,30,28,0.009600,0.009600,0.014160,0,0.000000,0.000000,0.000000,,NA,,3,$12.20,3.05
239,☆ PCV10-V-1-S3,Pneumococcal (conjugate) - vial - 1 dose - [S3],350,Pneumococcal (conjugate),PCV10,Serum Institute of India Pvt. Ltd.,PNEUMOSIL,Liquid: ready to use,Vial,1,36,none,Intramuscular or Subcutaneous,2-8°C,Current,30,NA,0.017580,0.017580,0.086400,0,0.000000,0.000000,0.000000,Yes,NA,,3,$2.90,2.9
242,☆ PCV10-V-5-S3,Pneumococcal (conjugate) - vial - 5 doses - [S3],351,Pneumococcal (conjugate),PCV10,Serum Institute of India Pvt. Ltd.,PNEUMOSIL,Liquid: ready to use,Vial,5,36,thiomersal,Intramuscular,2-8°C,Current,30,28,0.017600,0.017600,0.008650,0,0.000000,0.000000,0.000000,Yes,NA,,3,$10.00,2
243,☆ PCV13-V-1-S3,Pneumococcal (conjugate) - PCV13 - vial - 1 dose - [S3],221,Pneumococcal (conjugate),PCV13,Pfizer,Prevenar 13,Liquid: ready to use,Vial,1,36,none,Intramuscular,2-8°C,Current,30,NA,0.012000,0.012000,0.012000,0,0.000000,0.000000,0.000000,,NA,,3,$3.30,3.3
244,☆ PCV13-V-4-S3,Pneumococcal (conjugate) - PCV13 - vial - 4 doses - [S3],317,Pneumococcal (conjugate),PCV13,Pfizer,Prevenar 13 Multidose Vial,Liquid: ready to use,Vial,4,24,2-phenoxyethanol,Intramuscular,2-8°C,Current,30,28,0.014400,0.014400,0.145120,0,0.000000,0.000000,0.000000,,NA,,3,$11.60,2.9
245,☆ R21-V-1-S4,Malaria vaccine - vial - 1 dose - [S4],,Malaria vaccine,R21,Serum Institut of India Pvt. Ltd.,R21 Malaria,Liquid: ready to use,Vial,1,24,none,Intramuscular,2-8°C,Current,14,NA,0.014060,0.014060,0.018260,0,0.000000,0.000000,0.000000,,NA,,4,$18.70,18.7
246,☆ R21-V-2-S4,Malaria vaccine - vial - 2 dose - [S4],,Malaria vaccine,R21,Serum Institut of India Pvt. Ltd.,R21 Malaria,Liquid: ready to use,Vial,2,24,none,Intramuscular,2-8°C,Current,14,0,0.014060,0.014060,0.018260,0,0.000000,0.000000,0.000000,,NA,,4,$18.70,9.35
247,☆ RAB-V-1-S3,Rabies - vial - 1 dose - [S3],27,Rabies,Rabies,Chiron Behring Vaccines Private Ltd.,Rabipur,Lyophilised active component to be reconstituted with excipient diluent before use,Vial,1,48,none,Intramuscular,2-8°C,Current,30,NA,0.048000,0.048000,0.378280,Yes,0.000000,0.000000,0.000000,,2-8°C,,3,$ -,0
248,☆ RAB-V-1-S3,Rabies - vial - 1 dose - [S3],28,Rabies,Rabies,Novartis Vaccines and Diagnostics GmbH,Rabipur,Lyophilised active component to be reconstituted with excipient diluent before use,Vial,1,48,none,Intramuscular,2-8°C,Current,none,NA,0.174000,0.174000,0.174000,Yes,0.000000,0.000000,0.000000,,2-8°C,,3,$2.63,2.632
249,☆ RAB-V-1-S3,Rabies - vial - 1 dose - [S3],111,Rabies,Rabies,Sanofi Pasteur SA,VERORAB,Lyophilised active component to be reconstituted with excipient diluent before use,Vial,1,36,none,Intramuscular,2-8°C,Current,none,NA,0.050500,0.050500,0.050500,Yes,0.000000,0.000000,0.000000,,2-8°C,,3,$2.63,2.632
255,☆ R-LIQ-V-1-S3,Rotavirus (liquid) - vial - 1 dose - [S3],321,Rotavirus,Rota_liq,Bharat Biotech International Limited,Rotavac 50D,Liquid: ready to use,Vial,1,24,none,Oral,2-8°C,Current,7,NA,0.014450,0.014450,0.014450,0,0.000000,0.000000,0.000000,,NA,,3,$1.35,1.35
257,☆ R-LIQ-V-5-S3,Rotavirus (liquid) - vial - 5 doses - [S3],322,Rotavirus,Rota_liq,Bharat Biotech International Limited,Rotavac 50D,Liquid: ready to use,Vial,5,24,none,Oral,2-8°C,Current,7,0,0.016000,0.016000,0.026500,0,0.000000,0.000000,0.000000,,NA,,3,$5.75,1.15
252,☆ R-LIQ-T-1-S2,Rotavirus (liquid) - 5 multi-monodoses (plastic tubes) - 1 dose - [S2],339,Rotavirus,Rota_liq,GlaxoSmithKline Biologicals SA,Rotarix,Liquid: ready to use,5 Multi-monodoses (plastic tubes),1,24,none,Oral,2-8°C,Current,7,NA,0.011800,0.011800,0.000240,0,0.000000,0.000000,0.000000,,NA,,2,$9.50,9.5
250,☆ R-LIQ-APP-1-S2,Rotavirus (liquid) - applicator - 1 dose - [S2],173,Rotavirus,Rota_Liq,GlaxoSmithKline Biologicals SA,Rotarix,Liquid: ready to use,Applicator,1,36,none,Oral,2-8°C,Current,14,NA,0.085300,0.085300,0.123330,0,0.000000,0.000000,0.000000,,NA,,2,$4.75,4.75
251,☆ R-LIQ-T-1-S2,Rotavirus (liquid) - 5 multi-monodoses (plastic tubes) - 1 dose - [S2],62,Rotavirus,Rota_Liq,GlaxoSmithKline Biologicals SA,Rotarix,Liquid: ready to use,Plastic Tube,1,36,none,Oral,2-8°C,Current,14,NA,0.017130,0.017130,0.024670,0,0.000000,0.000000,0.000000,,NA,,2,$2.63,2.632
253,☆ R-LIQ-T-1-S3,Rotavirus (liquid) - plastic tube - 1 dose - [S3],166,Rotavirus,Rota_Liq,Merck Vaccines,Rotateq,Liquid: ready to use,Plastic Tube,1,24,none,Oral,2-8°C,Current,none,NA,0.046300,0.046300,0.049450,0,0.000000,0.000000,0.000000,,NA,,3,,0
254,☆ R-LIQ-T-1-S3,Rotavirus (liquid) - plastic tube - 1 dose - [S3],364,Rotavirus,Rota_liq,Serum Institute of India Pvt. Ltd.,Rotasiil-Liquid,Liquid: ready to use,5 Multi-monodoses (plastic tubes),1,24,none,Oral,2-8°C,Current,7,NA,0.020060,0.020060,0.099910,,0.000000,0.000000,0.000000,,NA,,3,,0
256,☆ R-LIQ-V-2-S3,Rotavirus (liquid) - vial - 2 doses - [S3],,Rotavirus,Rota_liq,Serum Institute of India Pvt. Ltd.,Rotasiil-Liquid,Liquid: ready to use,Vial,2,24,none,Oral,2-8°C,Not yet,7,0,0.028600,0.028600,0.000000,,0.000000,0.000000,0.000000,,NA,,3,$1.60,0.8
259,☆ R-LIQ-F-V-5-S3,Rotavirus (liquid frozen) - vial - 5 doses - [S3],321,Rotavirus,Rota_Liq_frozen,Bharat Biotech International Limited,Rotavac,Liquid: ready to use,Vial,5,60,none,Oral,-20°C,Current,2,28,0.021000,0.021000,0.025750,0,0.000000,0.000000,0.000000,,NA,,3,$4.25,0.85
258,☆ R-LIQ-F-V-10-S3,Rotavirus (liquid frozen) - vial - 10 doses - [S3],322,Rotavirus,Rota_Liq_frozen,Bharat Biotech International Limited,Rotavac,Liquid: ready to use,Vial,10,60,none,Oral,-20°C,Current,2,28,0.032000,0.032000,0.035000,0,0.000000,0.000000,0.000000,,NA,,3,$6.00,0.6
260,☆ R-LYO-2VSAE-1-S3,Rotavirus (lyo) - two vial set (active + excipient) - 1 dose - [S3],323,Rotavirus,Rota_Lyo,Serum Institute of India Pvt. Ltd.,Rotasiil,Lyophilised active component to be reconstituted with excipient diluent before use,Two vial set (active + excipient),1,30,none,Oral,2-8°C,Current,30,NA,0.017580,0.017580,0.086400,No,0.017600,0.017600,0.027000,Yes,2-8°C,,3,$1.55,1.55
262,☆ R-LYO-2VSAE-2-S3,Rotavirus (lyo) - two vial set (active + excipient) - 2 doses - [S3],355,Rotavirus,Rota_Lyo,Serum Institute of India Pvt. Ltd.,Rotasiil,Lyophilised active component to be reconstituted with excipient diluent before use,Two vial set (active + excipient),2,30,none,Oral,2-8°C,Current,30,0,0.021080,0.021080,0.098400,No,0.021000,0.021000,0.030800,Yes,2-8°C,,3,$1.90,0.95
261,☆ R-LYO-2VSAE-1-S3,Rotavirus (lyo) - two vial set (active + excipient) - 1 dose - [S3],354,Rotavirus,Rota_Lyo,Serum Institute of India Pvt. Ltd.,ROTASIIL®Thermo,Lyophilised active component to be reconstituted with excipient diluent before use,Two vial set (active + excipient),1,30,none,Oral,25°C,Current,250,NA,0.017570,0.017570,0.086400,No,0.882300,0.882300,0.027000,Yes,25°C,,3,$1.85,1.85
263,☆ R-LYO-2VSAE-2-S3,Rotavirus (lyo) - two vial set (active + excipient) - 2 doses - [S3],354,Rotavirus,Rota_Lyo,Serum Institute of India Pvt. Ltd.,ROTASIIL®Thermo,Lyophilised active component to be reconstituted with excipient diluent before use,Two vial set (active + excipient),2,30,none,Oral,25°C,Current,250,0,0.021080,0.021080,0.098400,No,0.021000,0.021000,0.030800,Yes,25°C,,3,$2.50,1.25
264,"☆ RTS,S-2VSAA-2-S4",Malaria vaccine - two vial set (active + active) - 2 doses - [S4],,Malaria vaccine,"RTS,S",GlaxoSmithKline Biologicals SA,Mosquirix,Lyophilised active component to be reconstituted with excipient diluent before use,Two vial set (active + active),2,36,none,Intramuscular,2-8°C,Current,14,0,0.019800,0.019800,0.030840,Yes,0.000000,0.000000,0.000000,,2-8°C,,4,$18.70,9.35
265,☆ RUB-V-1-S2,Rubella - vial - 1 dose - [S2],149,Rubella,Rubella,Serum Institute of India Pvt. Ltd.,"Rubella Vaccine, Live, Attenuated",Lyophilised active component to be reconstituted with excipient diluent before use,Vial,1,24,none,Subcutaneous,2-8°C,Current,14,NA,0.021090,0.021090,0.098400,No,0.012500,0.012500,0.000000,,2-8°C,,2,$2.60,2.6
267,☆ RUB-V-2-S2,Rubella - vial - 2 doses - [S2],150,Rubella,Rubella,Serum Institute of India Pvt. Ltd.,"Rubella Vaccine, Live, Attenuated",Lyophilised active component to be reconstituted with excipient diluent before use,Vial,2,24,none,Subcutaneous,2-8°C,Current,14,0,0.021100,0.021100,0.098400,No,0.012600,0.012600,0.000000,,2-8°C,,2,$2.60,1.3
